ID_ev_booking;date_start;title;subtitle;room;tag1_E;tag2_E;genre;cast_full;program_full
000000e9:0018c9a6;2024-09-07T19:30:00;Emanuel Ax, Leonidas Kavakos, Yo-Yo Ma;An evening with Beethoven and Brahms;Grand Auditorium;Classical Hits;Instrument Focus;Chamber;Emanuel Ax (piano) | Yo-Yo Ma (violoncelle) | Leonidas Kavakos (violon);Johannes Brahms — Klaviertrio N° 2 | Ludwig van Beethoven — Klaviertrio op. 97 «Erzherzog» | Franz Schubert — Bis: Klaviertrio D 898: 2. Andante un poco mosso | John Williams — Bis: Theme from Schindler's List (arr. John Williams)
000000e9:0018f1be;2024-09-11T19:00:00;pOpera;;Salle de Musique de Chambre;;;0;Paulo Lameiro (Künstlerische Leitung) | Tim Wollmann (Musik) | Antoine Pohu (texte) | Anisha Bondy (mise en scène) | Mariana Souza (assistance à la mise en scène) | Ivan Boumans (direction) | Stephany Ortega (soprano) | Stephany Ortega (Vocal Coaching) | Jean Bermes (baryton) | Jean-Jacques Mailliet (violon) | Beatriz Jimenez (violoncelle) | Maria Miteva (flûte) | Yves Popow (marimba) | Amit Dhuri (percussion) | Amit Dhuri (Coaching) | Pueri Cantores du Conservatoire de la Ville de Luxembourg (chœur) | David Laplant (vidéo) | Pauline Rouet-Chabaux (hautbois) | Marie Urwald (flûte) | Lynn Scheidweiler (décors) | Amber Fasquelle (Alt) | Ezgi Göktürk (piano);
000000e9:0015f5ab;2024-09-11T19:30:00;Christian Thielemann & Wiener Philharmoniker;Ein Heldenleben;Grand Auditorium;Classical Hits;Soulful;Orchestra;Wiener Philharmoniker (orchestre) | Christian Thielemann (direction);Felix Mendelssohn Bartholdy — Symphonie N° 3 «Schottische» / «Écossaise» | Richard Strauss — Ein Heldenleben (Une vie de héros) | Richard Strauss — Bis: Mondscheinmusik aus Capriccio
000000e9:0018f1bc;2024-09-12T19:00:00;pOpera;;Salle de Musique de Chambre;;;0;Paulo Lameiro (Künstlerische Leitung) | Tim Wollmann (Musik) | Antoine Pohu (texte) | Anisha Bondy (mise en scène) | Mariana Souza (assistance à la mise en scène) | Ivan Boumans (direction) | Stephany Ortega (soprano) | Stephany Ortega (Vocal Coaching) | Jean Bermes (baryton) | Jean-Jacques Mailliet (violon) | Beatriz Jimenez (violoncelle) | Maria Miteva (flûte) | Yves Popow (marimba) | Amit Dhuri (percussion) | Amit Dhuri (Coaching) | Pueri Cantores du Conservatoire de la Ville de Luxembourg (chœur) | David Laplant (vidéo) | Pauline Rouet-Chabaux (hautbois) | Marie Urwald (flûte) | Lynn Scheidweiler (décors) | Amber Fasquelle (Alt) | Ezgi Göktürk (piano);
000000e9:0017345f;2024-09-17T19:30:00;Yuja Wang & Anna Lapwood;The Piano and the Organ at the Symphony;Grand Auditorium;Epic;Instrument Focus;Orchestra;London Symphony Orchestra (orchestre) | Sir Antonio Pappano (direction) | Yuja Wang (piano) | Anna Lapwood (orgue);Hector Berlioz — Le Carnaval romain | Sergueï Rachmaninov — Concerto pour piano et orchestre N° 1 | Sergueï Rachmaninov — Bis: Prélude op. 23/5 | Philip Glass — Bis: Étude N° 6 | Camille Saint-Saëns — Symphonie N° 3 «Avec orgue» / «Orgelsymphonie» | Gabriel Fauré — Bis: Pavane op. 50
000000e9:00192a7b;2024-09-18T12:30:00;Lunch with the Luxembourg Philharmonic;;Grand Auditorium;Mood-booster;Intimate;Orchestra;Luxembourg Philharmonic | Gustavo Gimeno (direction);Sergueï Prokofiev — Symphonie N° 3 (extraits)
000000e9:00186c56;2024-09-20T19:30:00;Colours & Contrasts;with Seong-Jin Cho;Grand Auditorium;Epic;Instrument Focus;Orchestra;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction) | Seong-Jin Cho (piano) | Simon Van Hoecke (trompette);Maurice Ravel — Ma mère l’Oye (Mutter Gans). Cinq pièces enfantines pour orchestre | Dmitri Chostakovitch — Concerto pour piano, trompette et orchestre à cordes | Maurice Ravel — Bis: Sonatine en fa dièse mineur (fis-moll): 2. Mouvement de Menuet | Sergueï Prokofiev — Symphonie N° 3
000000e9:0019d45c;2024-09-20T21:00:00;Soirée de rentrée PhilaPhil;;0000010f:0000014d;;;0;;
000000e9:00199a1f;2024-09-21T19:30:00;Oumou Sangaré;Timbuktu;Grand Auditorium;World;Thought-provoking;World;Oumou Sangaré (vocals) | Julien Pestre (guitar) | Élise Blanchard (bass) | Abou Diarra (kamele n'goni) | Jon Grandcamp (Drums) | Kandy Guira (backing vocals) | Emma Lamadji (backing vocals) | Alexandre Millet (Keyboards);
000000e9:001a18dc;2024-09-21T19:30:00;Souvenirs de Rachmaninov;Patricia Heidsieck, Jean-Thomas Lopez et Théophile Thierry;Salle de Musique de Chambre;;;0;Patricia Heidsieck (piano) | Théophile et Isabela Thierry-Scheible (piano) | Jean-Thomas Lopez (piano);Œuvres de Debussy, Rachmaninov, Ravel,...
000000e9:00196c6d;2024-09-22T11:00:00;Clarinet and company;;Salle de Musique de Chambre;Intimate;Instrument Focus;Chamber;Ryoko Yano (violon) | Gayané Grigoryan (violon) | Ryou Banno (alto) | Vincent Gérin (violoncelle) | Arthur Stockel (clarinette);Franz Krommer — Quintett für Klarinette und Streicherop. 95 | Robert Fuchs — Klarinettenquintett op. 102
000000e9:001962ad;2024-09-23T19:30:00;Été indien;;Grand Auditorium;;;0;Orchestre de Chambre du Luxembourg (orchestre de chambre) | Chloé van Soeterstède (direction) | Alena Baeva (violon);Katarina Leyman — Roller Coaster: Super 8 | Wolfgang A. Mozart — Violinkonzert N° 5 KV 219 | Felix Mendelssohn Bartholdy — Symphonie N° 4 «Italienische» / «Italienne»
000000e9:00186c58;2024-09-27T19:30:00;Sokhiev conducts Mahler 1;;Grand Auditorium;Classical Hits;Soulful;Orchestra;Luxembourg Philharmonic (orchestre) | Tugan Sokhiev (direction) | Jean-Frédéric Neuburger (piano);Robert Schumann — Klavierkonzert | Johann Sebastian Bach — Bis: Partita BWV 827: 2. Allemande | Gustav Mahler — Symphonie N° 1 «Titan»
000000e9:001946ed;2024-09-28T11:00:00;D’Sich nom verluerene Séipäerd;Eng spannend musikalesch Aventure;Espace Découverte;;;;Clara Hertz (Schauspill) | Caroline Richards (Regie) | Anja Di Bartolomeo (Text) | Elena Selena (Illustratiounen) | Nihan Devecioğlu (Sopran) | Yorgos Pervolarakis (Gittar) | Ragna Heiny (Kostümer) | Magaly Teixeira (Schauspill) | Ragna Heiny (Bün) | Ragna Heiny (Video) | Yorgos Pervolarakis (Stëmm) | Yorgos Pervolarakis (Kompositioun) | Yorgos Pervolarakis (Sound Design) | Yorgos Pervolarakis (Live Electronics) | Nihan Devecioğlu (Kompositioun) | Nihan Devecioğlu (Sound Design);
000000e9:001946ef;2024-09-29T11:00:00;D’Sich nom verluerene Séipäerd;Eng spannend musikalesch Aventure;Espace Découverte;;;;Clara Hertz (Schauspill) | Caroline Richards (Regie) | Anja Di Bartolomeo (Text) | Elena Selena (Illustratiounen) | Nihan Devecioğlu (Sopran) | Yorgos Pervolarakis (Gittar) | Ragna Heiny (Kostümer) | Magaly Teixeira (Schauspill) | Ragna Heiny (Bün) | Ragna Heiny (Video) | Yorgos Pervolarakis (Stëmm) | Yorgos Pervolarakis (Kompositioun) | Yorgos Pervolarakis (Sound Design) | Yorgos Pervolarakis (Live Electronics) | Nihan Devecioğlu (Kompositioun) | Nihan Devecioğlu (Sound Design);
000000e9:0018f112;2024-09-29T19:30:00;Krystian Zimerman;;Grand Auditorium;Instrument Focus;Soulful;Chamber;Krystian Zimerman (piano);Frédéric Chopin — Nocturne op. 15/2 | Frédéric Chopin — Nocturne op. 55/2 | Frédéric Chopin — Nocturne op. 62/2 | Frédéric Chopin — Sonate pour piano N° 2 | Claude Debussy — Estampes | Karol Szymanowski — Variations sur un thème populaire polonais en si mineur op. 10
000000e9:001946ec;2024-09-30T09:15:00;D’Sich nom verluerene Séipäerd;Eng spannend musikalesch Aventure;Espace Découverte;In Luxembourgish;4–8 years;0;Clara Hertz (Schauspill) | Caroline Richards (Regie) | Anja Di Bartolomeo (Text) | Elena Selena (Illustratiounen) | Nihan Devecioğlu (Sopran) | Yorgos Pervolarakis (Gittar) | Ragna Heiny (Kostümer) | Magaly Teixeira (Schauspill) | Ragna Heiny (Bün) | Ragna Heiny (Video) | Yorgos Pervolarakis (Stëmm) | Yorgos Pervolarakis (Kompositioun) | Yorgos Pervolarakis (Sound Design) | Yorgos Pervolarakis (Live Electronics) | Nihan Devecioğlu (Kompositioun) | Nihan Devecioğlu (Sound Design);
000000e9:001946f1;2024-09-30T10:30:00;D’Sich nom verluerene Séipäerd;Eng spannend musikalesch Aventure;Espace Découverte;In Luxembourgish;4–8 years;0;Clara Hertz (Schauspill) | Caroline Richards (Regie) | Anja Di Bartolomeo (Text) | Elena Selena (Illustratiounen) | Nihan Devecioğlu (Sopran) | Yorgos Pervolarakis (Gittar) | Ragna Heiny (Kostümer) | Magaly Teixeira (Schauspill) | Ragna Heiny (Bün) | Ragna Heiny (Video) | Yorgos Pervolarakis (Stëmm) | Yorgos Pervolarakis (Kompositioun) | Yorgos Pervolarakis (Sound Design) | Yorgos Pervolarakis (Live Electronics) | Nihan Devecioğlu (Kompositioun) | Nihan Devecioğlu (Sound Design);
000000e9:00167d1e;2024-09-30T19:30:00;Im Osten viel Neues – Concert du 35e anniversaire;;Grand Auditorium;;;Orchestra;Solistes Européens, Luxembourg (ensemble) | Christoph König (direction) | Vadim Gluzman (violon);Carl Maria von Weber — Der Freischütz: Ouvertüre | Sergueï Prokofiev — Concerto pour violon et orchestre N° 2 | Antonín Dvořák — Symphonie N° 8
000000e9:0018fcb2;2024-10-01T19:30:00;Rising star: Benjamin Kruithof;;Salle de Musique de Chambre;Instrument Focus;Soulful;Chamber;Benjamin Kruithof (violoncelle) | Marco Sanna (piano);Ludwig van Beethoven — Sonate für Violoncello und Klavier N° 5 | Sally Beamish — Reverie | Nadia Boulanger — Trois Pièces pour violoncelle et piano | Sergueï Rachmaninov — Sonate pour violoncelle et piano op. 19 | Sergueï Rachmaninov — Bis: «Vocalise» op. 34/14 (arr. Shin-Itchiro Yokoyama)
000000e9:001a3131;2024-10-02T10:00:00;Benjamin Kruithof;;0000010f:0000016a;In Luxembourgish;13–19 years;0;Benjamin Kruithof (Cello);
000000e9:0018f3b0;2024-10-03T19:30:00;Sonic Lights;;Salle de Musique de Chambre;Outside-the-box;Thought-provoking;Electronic / Crossover;United Instruments of Lucilin (ensemble) | Julien Leroy (direction musicale);Pascale Criton — Hold | Claudio Panariello — Piccolo inventario degli insetti | Georges Lentz — Nguurraa | Mirela Ivičević — Better Place (Angels Ascending) (création) | Donnacha Dennehy — Dirty Light
000000e9:00195b5a;2024-10-04T09:00:00;Destinatioun Brasil;En Atelier fir brasilianesch Musek ze entdecken;Salon PhilaPhil;;;0;Erik Larrea (Perkussioun) | Erik Larrea (Leedung) | Véronique Cloos (Konzeptioun) | Martina Menichetti (Leedung) | Martina Menichetti (Konzeptioun);
000000e9:00186c64;2024-10-04T10:00:00;From Zero to Hero;Wenn Musik Helden macht;Grand Auditorium;In German;6–12 years;0;Luxembourg Philharmonic (orchestre) | Luis Castillo-Briceño (direction) | Juri Tetzlaff (Konzeption, Moderation);Gioacchino Rossini — Guillaume Tell: Ouverture | Nikolaï Rimski-Korsakov — Shéhérazade | Sergueï Prokofiev — Tanz der Ritter (Romeo und Julia. Ballet op. 64) | Richard Strauss — Till Eulenspiegels lustige Streiche | John Williams — Superman March (Superman)
000000e9:001971d0;2024-10-04T10:15:00;Destination Brasil;Un atelier à la découverte de la musique brésilienne;Salon PhilaPhil;;;0;Erik Larrea (percussion) | Erik Larrea (animation) | Véronique Cloos (conception) | Martina Menichetti (conception) | Martina Menichetti (atelier musical);
000000e9:001a1819;2024-10-04T19:30:00;João Vasco & Eduardo Jordão;"20Fingers: de Mozart à Chico Buarque Pre-opening of atlântico";0000010f:0000021f;;;0;João Vasco (piano) | Eduardo Jordão (piano);
000000e9:00186c66;2024-10-05T11:00:00;From Zero to Hero - Wenn Musik Helden macht;Moderiertes Konzert;Grand Auditorium;;;0;Luxembourg Philharmonic (orchestre) | Luis Castillo-Briceño (direction) | Juri Tetzlaff (Konzeption, Moderation);Gioacchino Rossini — Guillaume Tell: Ouverture | Nikolaï Rimski-Korsakov — Shéhérazade | Sergueï Prokofiev — Tanz der Ritter (Romeo und Julia. Ballet op. 64) | Richard Strauss — Till Eulenspiegels lustige Streiche | John Williams — Superman March (Superman)
000000e9:00197290;2024-10-05T11:00:00;La Princesse mystérieuse;Spectacle musical;Espace Découverte;Without words;5–9 years;;Sete Lágrimas (ensemble) | Filipe Faria (Stimme) | Sérgio Peixoto (Stimme) | Tiago Matias (luth) | Tiago Matias (guitare baroque) | Denys Stetsenko (violon, violon baroque) | Sofia Diniz (viole de gambe) | Jan Bastel (comédie, danse) | Alexandre Martin-Varroy (comédie) | Winnie Dias Pinto (danse) | Benjamin Prins (conception) | Benjamin Prins (mise en scène) | Sabine Novel (chorégraphie) | Nina Ball (costumes) | Yvonne Reidelbach (costumes) | David Münch (décors) | Winnie Dias Pinto (comédie) | Nina Ball (conception) | Nina Ball (décors) | Filipe Faria (percussion) | Filipe Faria (instruments folks) | Sérgio Peixoto (clavecin) | Sérgio Peixoto (toy piano) | Tiago Matias (saz) | Tiago Matias (théorbe) | Tanguy Carrée (collaboration artistique) | Tanguy Carrée (dramaturgie);
000000e9:00193586;2024-10-05T14:30:00;Destinatioun Brasil;En Atelier fir brasilianesch Musek ze entdecken (4-6 ans);Salon PhilaPhil;In Luxembourgish;4–6 years;0;Erik Larrea (Perkussioun) | Erik Larrea (Leedung) | Véronique Cloos (Konzeptioun) | Martina Menichetti (Leedung) | Martina Menichetti (Konzeptioun);
000000e9:00193587;2024-10-05T16:30:00;Destination Brasil;Un atelier à la découverte de la musique brésilienne (4-6 ans);Salon PhilaPhil;In French;4–6 years;0;Erik Larrea (percussion) | Erik Larrea (animation) | Véronique Cloos (conception) | Martina Menichetti (conception) | Martina Menichetti (atelier musical);
000000e9:00194757;2024-10-05T19:30:00;Broadway Sings;From the Classics to Today’s Musicals;Grand Auditorium;;;Pop / Rock / Vocal / Choral;Musique Militaire Grand-Ducale (orchestre) | Lieutenant-Colonel Jean-Claude Braun (direction) | Esther Conter (mezzo-soprano) | Serge Schonckert (Tenor) | Fernand Delosch (baryton) | Anna Katharina Felke (soprano);The Phantom of the Opera, Jekyll & Hyde, Jesus Christ Superstar et autres (extraits)
000000e9:00193588;2024-10-06T10:00:00;Destinatioun Brasil;En Atelier fir brasilianesch Musek ze entdecken;Salon PhilaPhil;In Luxembourgish;4–6 years;0;Erik Larrea (Perkussioun) | Erik Larrea (Leedung) | Véronique Cloos (Konzeptioun) | Martina Menichetti (Leedung) | Martina Menichetti (Konzeptioun);
000000e9:00197297;2024-10-06T11:00:00;La Princesse mystérieuse;Spectacle musical;Espace Découverte;;;;Sete Lágrimas (ensemble) | Filipe Faria (Stimme) | Sérgio Peixoto (Stimme) | Tiago Matias (luth) | Tiago Matias (guitare baroque) | Denys Stetsenko (violon, violon baroque) | Sofia Diniz (viole de gambe) | Jan Bastel (comédie, danse) | Alexandre Martin-Varroy (comédie) | Winnie Dias Pinto (danse) | Benjamin Prins (conception) | Benjamin Prins (mise en scène) | Sabine Novel (chorégraphie) | Nina Ball (costumes) | Yvonne Reidelbach (costumes) | David Münch (décors) | Winnie Dias Pinto (comédie) | Nina Ball (conception) | Nina Ball (décors) | Filipe Faria (percussion) | Filipe Faria (instruments folks) | Sérgio Peixoto (clavecin) | Sérgio Peixoto (toy piano) | Tiago Matias (saz) | Tiago Matias (théorbe) | Tanguy Carrée (collaboration artistique) | Tanguy Carrée (dramaturgie);
000000e9:00193589;2024-10-06T11:15:00;Destination Brasil;Un atelier à la découverte de la musique brésilienne;Salon PhilaPhil;In French;4–6 years;0;Erik Larrea (percussion) | Erik Larrea (animation) | Véronique Cloos (conception) | Martina Menichetti (conception) | Martina Menichetti (atelier musical);
000000e9:001971e4;2024-10-06T16:00:00;Mozart, the Songwriter;Lecture and Concert;Salle de Musique de Chambre;Music and More;Intimate;Chamber / Vocal / Choral;Graham Johnson (piano, commentary) | Sarah Fox (soprano) | Robin Tritschler (tenor) | Stephan Loges (bass-baritone);Wolfgang A. Mozart — «An die Freude» KV 43b | Wolfgang A. Mozart — «Wie unglücklich bin ich nit» KV 147 | Wolfgang A. Mozart — «Oiseaux, si tous les ans» KV 307 | Wolfgang A. Mozart — «Dans un bois solitaire» KV 308 | Wolfgang A. Mozart — «Verdankt sei es dem Glanz der Großen» (Drei Lieder aus Sophiens Reise) | Wolfgang A. Mozart — «An die Einsamkeit» (Drei Lieder aus Sophiens Reise) | Wolfgang A. Mozart — «An die Hoffnung» (Drei Lieder aus Sophiens Reise) | Wolfgang A. Mozart — «Die Zufriedenheit» KV 473 | Wolfgang A. Mozart — «Der Zauberer» KV 472 | Wolfgang A. Mozart — «Die betrogene Welt» KV 474 | Wolfgang A. Mozart — «Das Veilchen» KV 476 | Wolfgang A. Mozart — «Das Bandel» KV 441 | Wolfgang A. Mozart — «Als Luise die Briefe ihres ungetreuen Liebhabers verbrannte» KV 520 | Wolfgang A. Mozart — «Abendempfindung an Laura» KV 523 | Wolfgang A. Mozart — «An Chloe» KV 524 | Wolfgang A. Mozart — «Sehnsucht nach dem Frühling» KV 596 | Wolfgang A. Mozart — «Das Kinderspiel» KV 598 | Wolfgang A. Mozart — «Die ihr des unermeßlichen Weltalls» KV 619
000000e9:00199a04;2024-10-06T19:30:00;Lizz Wright;;Grand Auditorium;Mood-booster;Jazz and More;Jazz / Blues / Vocal / Choral;Lizz Wright (vocals) | Alexis Lombre (Keyboards) | Ian Edwards (Drums) | Ben Zwerin (bass) | Adam Levy (guitar);
000000e9:00197299;2024-10-07T10:00:00;La Princesse mystérieuse / Die rätselhafte Prinzessin;Spectacle musical / Inszeniertes Konzert;Espace Découverte;Without words;5–9 years;0;Sete Lágrimas (ensemble) | Filipe Faria (Stimme) | Sérgio Peixoto (Stimme) | Tiago Matias (luth) | Tiago Matias (guitare baroque) | Denys Stetsenko (violon, violon baroque) | Sofia Diniz (viole de gambe) | Jan Bastel (comédie, danse) | Alexandre Martin-Varroy (comédie) | Winnie Dias Pinto (danse) | Benjamin Prins (conception) | Benjamin Prins (mise en scène) | Sabine Novel (chorégraphie) | Nina Ball (costumes) | Yvonne Reidelbach (costumes) | David Münch (décors) | Winnie Dias Pinto (comédie) | Nina Ball (conception) | Nina Ball (décors) | Filipe Faria (percussion) | Filipe Faria (instruments folks) | Sérgio Peixoto (clavecin) | Sérgio Peixoto (toy piano) | Tiago Matias (saz) | Tiago Matias (théorbe) | Tanguy Carrée (collaboration artistique) | Tanguy Carrée (dramaturgie);
000000e9:00190dcd;2024-10-07T19:30:00;Alle Menschen werden Brüder;;Salle de Musique de Chambre;;;Opera / Orchestra / Vocal / Choral;Aaron Außenhofer-Stilz (trombone) | Jan Vobořil (cor) | Martin Pavlus (trompette) | Joel Zimmermann (tuba) | Marek Vajo (trompette);Richard Wagner — «Freudig begrüssen wir die edle Halle» (Tannhäuser) | Ludwig van Beethoven — «Freude, schöner Götterfunken» (Symphonie N° 9) | Johann Sebastian Bach — «Wie will ich mich freuen» (Kantate BWV 146) | André Lafosse — Suite Impromptu | Sergueï Prokofiev — Roméo et Juliette. Suite op. 75/6: Montaigus et Capulets (Danse des chevaliers) | Leonard Bernstein — Dance Suite | Jan Koetsier — Brass Quintet op. 65
000000e9:001936bb;2024-10-08T12:30:00;Airs de cour;;Espace Découverte;Music and More;Intimate;Chamber / Vocal / Choral / Early music & Baroque;Claire Lefilliâtre (soprano) | Anne-Catherine Bucher (clavecin, commentaires);Jean Henry d'Anglebert — Air d’Apollon du Triomphe de l’Amour (Pièces de clavecin & airs d'après M. de Lully) | Jean-Baptiste Lully, Michel Lambert — «Rochers vous êtes sourds» (Ballet royal de la Naissance de Vénus) | Compositeur anonyme — «J’avais cru qu’en vous aimant» | Jean Henry d'Anglebert — Gavotte «Le Beau Berger Tircis» | Compositeur anonyme — «Le Beau Berger Tircis» | Louis Couperin — La Pastourelle (Pièces en ré) | Sébastien Le Camus — «Je passais de tranquilles jours» (Airs à deux et trois parties) | Marc-Antoine Charpentier — «Auprès du feu» | Michel Lambert — «Ma bergère est tendre et fidèle» | Louis Couperin — Allemande la Précieuse (Suite en do mineur) | Joseph Chabanceau de La Barre — «Vous demandez pour qui mon cœur soupire» | Antonia Padoani Bembo — «Ah que l'absence est un cruel martyre» | Jacques Champion de Chambonnières — Pavane | Étienne Moulinié — «Le sort me fait souffrir» | Marc-Antoine Charpentier — «Sans frayeur dans ce bois»
000000e9:001975cb;2024-10-08T18:00:00;Festival atlântico | Your musical afterwork;Round off your day… with music! – atlântico edition;Espace Découverte;Mood-booster;Music and More;0;Martina Menichetti (concept, workshop leading);
000000e9:0019793c;2024-10-08T19:30:00;Festival atlântico | João Bosco & Jaques Morelenbaum;;Salle de Musique de Chambre;World;Intimate;World / Crossover;João Bosco (guitar) | João Bosco (vocals) | Jaques Morelenbaum (cello);
000000e9:00186c73;2024-10-09T19:30:00;Festival atlântico | Amazônia;Luxembourg Philharmonic with Simone Menezes & Sebastião Salgado;Grand Auditorium;Mood-booster;Thought-provoking;Crossover / Orchestra;Luxembourg Philharmonic (orchestre) | Simone Menezes (direction) | Sebastião Salgado (photographie) | Camila Provenzale (soprano);Heitor Villa-Lobos — Prélude (Bachianas brasileiras N° 4) | Philip Glass — Metamorphosis 1 (Aquas de Amazonia) (arr. Charles Coleman) | Heitor Villa-Lobos — Floresta do Amazonas (extraits) (arr. Simone Menezes)
000000e9:00195484;2024-10-10T19:30:00;Festival atlântico | MARO;The Trio Tour;Salle de Musique de Chambre;World;Mood-booster;World / Vocal / Choral / Pop / Rock;MARO (vocals) | MARO (guitar) | Pau Figueres (guitar) | Darío Barroso (guitar);
000000e9:00192581;2024-10-11T19:30:00;Festival atlântico | Os Faroleiros;Ciné-concert with Arditti Quartet;Grand Auditorium;Film;Outside-the-box;Film / Contemporary / Experimental;Arditti Quartet (quatuor à cordes) | Irvine Arditti (violon) | Ashot Sarkissjan (violon) | Ralf Ehlers (alto) | Lucas Fels (violoncelle);Film: Os Faroleiros (1922) | Daniel Moreira — Maurice Mariaud réalisation, scénario | Daniel Moreira musique
000000e9:00197f54;2024-10-11T21:30:00;Festival atlântico | Club Makumba;;Espace Découverte;Music and More;Outside-the-box;World;Club Makumba (ensemble) | Tó Trips (guitar) | João Doce (drums) | Gonçalo Prazeres (saxophone) | Gonçalo Leonardo (bass) | Gonçalo Leonardo (double bass);
000000e9:0019356d;2024-10-12T10:30:00;YaBaba;Atelier créatif pour parents et bébés (0-2 ans);Espace Découverte;;;;Elisa Berrod (comédie, danse) | Stephany Ortega (chant) | Frin Wolter (accordéon) | Paulo Lameiro (conception) | Alexandra Lichtenberger (décors, costumes);
000000e9:0019559c;2024-10-12T18:00:00;Festival atlântico | Júlio Resende Fado Jazz;Sons of Revolution;Salle de Musique de Chambre;Jazz and More;Thought-provoking;Jazz / Blues / Crossover;Júlio Resende (piano) | Bruno Chaveiro (Portuguese guitar) | André Rosinha (double bass) | Alexandre Frazão (drums);
000000e9:0018c25d;2024-10-12T20:00:00;Schubert: Transfigured Symphony;;0000010f:0000017f;Outside-the-box;;0;Luxembourg Philharmonic (orchestre) | Nicolas Ellis (direction) | James Atkinson (baryton);Franz Schubert — «Die Nacht» D 983B (version pour orchestre à cordes) | Franz Schubert — «An den Mond» D 193 (arr. Ian Cusson) | Franz Schubert — Symphonie N° 7 D 759 «Unvollendete» / «Inachevée»: 1. Allegro moderato | Franz Schubert — «Der Zwerg» op. 22 N° 1 D 771 (arr. Ian Cusson) | Franz Schubert — «Der Wegweiser» D 911/20 (Winterreise) | Franz Schubert — Symphonie N° 5 D 485: 2. Andante con moto | Franz Schubert — Symphonie N° 5 D 485: 3. Menuetto: Allegro molto – Trio | Franz Schubert — «Gruppe aus dem Tartarus» D 583 (arr. Johannes Brahms) | Franz Schubert — «Erlkönig» D 328 (arr. Alexander Schmalcz) | Franz Schubert — Symphonie N° 5 D 485: 1. Allegro | Franz Schubert — «Der Blumen Schmerz» D 731 (arr. Ian Cusson) | Franz Schubert — «Frühlingstraum» D 911/11 (Winterreise) (arr. Ian Cusson) | Franz Schubert — Rosamunde, Fürstin von Zypern: Zwischenaktmusik N° 3 | Franz Schubert — «Der Doppelgänger» D 957/13 (Schwanengesang / Le Chant du cygne) (arr. Franz Liszt) | Franz Schubert — «Nacht und Träume» D 827 (arr. Max Reger)
000000e9:00197d9e;2024-10-12T20:00:00;Festival atlântico | Dino D'Santiago;;Grand Auditorium;Mood-booster;World;Electronic / World;Dino D’Santiago (vocals) | Pety Gau (bass) | Emilio Lobo (Drums) | Elisio Pereira (backing vocals);
000000e9:001a0cd1;2024-10-12T21:30:00;Fête cap-verdienne;;Grand Foyer;Mood-booster;World;0;Roda de Coladeira (ensemble) | Casemiro Rodrigues (Stimme) | Alcides Tavares (saxophone) | Djamilo Gomes (guitare) | Nelson Rendal (clavier) | Erineu Monteiro (basse) | Totó Nascimento (batterie);
000000e9:0019356e;2024-10-13T09:15:00;YaBaba;Atelier créatif pour parents et bébés (0-2 ans);Espace Découverte;;;;Elisa Berrod (comédie, danse) | Stephany Ortega (chant) | Frin Wolter (accordéon) | Paulo Lameiro (conception) | Alexandra Lichtenberger (décors, costumes);
000000e9:0017722d;2024-10-13T19:30:00;Budapest Festival Orchestra & Iván Fischer;Ein Abend mit Brahms;Grand Auditorium;Classical Hits;Epic;Orchestra;Budapest Festival Orchestra (orchestre) | Iván Fischer (direction) | Nikolaj Szeps-Znaider (violon);Johannes Brahms — Ungarischer Tanz WoO 1/17 (arr. Frigyes Hidas) | Johannes Brahms — Violinkonzert | Manuel Ponce — Bis: «Estrellita» (arr. Jascha Heifetz) | Johannes Brahms — Ungarischer Tanz WoO 1/3 (arr. Johannes Brahms) | Johannes Brahms — Symphonie N° 3 | Johannes Brahms — Bis: «Abendständchen» op. 42/1
000000e9:0018b3f6;2024-10-14T19:30:00;Emmanuel Pahud, Jonathan Manson, Trevor Pinnock;Baroque Virtuosity;Salle de Musique de Chambre;Intimate;Peaceful;Early music & Baroque / Chamber;Emmanuel Pahud (flûte) | Trevor Pinnock (clavecin) | Jonathan Manson (violoncelle);Johann Sebastian Bach — Flötensonate BWV 1034 | Johann Sebastian Bach — Chromatische Fantasie und Fuge BWV 903 | Georg Philipp Telemann — Fantasie für Flöte TWV 40:11 | Johann Sebastian Bach — Flötensonate BWV 1030 | Johann Sebastian Bach — Cellosuite N° 1 BWV 1007 | Johann Sebastian Bach — Flötensonate BWV 1035
000000e9:00198336;2024-10-15T12:15:00;Yoga & Martinů;;Espace Découverte;Music and More;Mood-booster;Crossover / Chamber;Nils Kohler (clarinet) | Cathy Krier (piano) | Laura Eyer (Yogalehrer*in);
000000e9:001998ce;2024-10-15T17:30:00;Yoga & Martinů;;Espace Découverte;Music and More;Mood-booster;Crossover / Chamber;Nils Kohler (clarinet) | Cathy Krier (piano) | Amelie Kuylenstierna (Yogalehrer*in);Béla Bartók — Danses populaires roumaines (Rumänische Volkstänze) | Bohuslav Martinů — Sonatina pour clarinette et piano H 356
