ID_ev_booking;date_start;title;subtitle;room;tag1_E;tag2_E;genre;cast_full;program_full
000000e9:001b89e8;2026-03-21T16:00:00;L’atelier d’improvisation de Jean-François Zygel;;Salle de Musique de Chambre;In French;12–106 years;0;Jean-François Zygel (piano, animation, conception);
000000e9:001b3489;2026-03-21T19:30:00;Brad Mehldau & Christian McBride;;Grand Auditorium;Jazz and More;Intimate;Jazz / Blues;Brad Mehldau (piano) | Christian McBride (double bass);
000000e9:001b0d09;2026-03-22T10:30:00;Loopino an de Reebou;;Espace Découverte;In Luxembourgish;3–5 years;;Sarah Scherer (Regie) | Anja Di Bartolomeo (Text) | Renelde Pierlot (Schauspill) | Trianima (ensemble de musique de chambre) | Isabel Goller (Harf) | Marilies Guschlbauer (Cello) | Johanna Gossner (Klarinett) | Florian Angerer (Bün) | Florian Angerer (Kostümer) | Ruth Lorang (Kreativitéitsatelier) | Laurène Schuller (Museksatelier);
000000e9:001b5e1a;2026-03-22T16:00:00;Le Pouvoir de la musique;Récital pianistico-philosophique;Salle de Musique de Chambre;Thought-provoking;Instrument Focus;Chamber;Jean-François Zygel (piano) | Jean-François Zygel (composition);
000000e9:001b9204;2026-03-22T19:30:00;Camille;;Grand Auditorium;Jazz and More;Soulful;Pop / Rock;& band | - Camille - (vocals);
000000e9:001a1f3b;2026-03-23T19:30:00;Verdi’s Requiem;with Gianandrea Noseda;Grand Auditorium;Classical Hits;Epic;Vocal / Choral;Orchester der Oper Zürich (orchestre) | Marina Rebeka (soprano) | Agnieszka Rehlis (mezzo-soprano) | Gianandrea Noseda (direction) | Joseph Calleja (ténor) | Chor der Oper Zürich (chœur) | Ernst Raffelsberger (direction de chœur) | Marko Mimica (baryton-basse);Giuseppe Verdi — Messa da Requiem
000000e9:001b9157;2026-03-25T12:30:00;Lunch with the Luxembourg Philharmonic;Open Rehearsal with Martin Rajna;Grand Auditorium;Music and More;Epic;Orchestra;Luxembourg Philharmonic (orchestre) | Martin Rajna (direction);Richard Strauss — Ein Heldenleben (Une vie de héros) (extraits)
000000e9:001ab93b;2026-03-25T19:30:00;Late Romantics & Young Ravel;Anna Vinnitskaya;Salle de Musique de Chambre;Soulful;Instrument Focus;Chamber;Anna Vinnitskaya (piano);Maurice Ravel — Sonatine en fa dièse mineur (fis-moll) | Maurice Ravel — Pavane pour une infante défunte | Maurice Ravel — Jeux d'eau | Aleksandr Scriabine — Sonate N° 3 | Johannes Brahms — Drei Intermezzi op. 117 | Sergueï Rachmaninov — Variations sur un thème de Corelli | Sergueï Rachmaninov — Bis: Étude-Tableau op. 33/2 | Maurice Ravel — Bis: Valses nobles et sentimentales: N° 1
000000e9:001b6c2a;2026-03-26T19:30:00;Naïssam Jalal;Landscapes of Eternity;Salle de Musique de Chambre;Jazz and More;World;Jazz / Blues;Naïssam Jalal (flute) | Naïssam Jalal (voice) | Naïssam Jalal (composition) | Samrat Pandit (singing) | Zaza Desiderio (drums) | Flo Comment (tambura) | Denis Teste (sitar) | Leïla Olivesi (piano);
000000e9:001b1187;2026-03-27T10:00:00;Au cœur du nid;;Espace Découverte;Without words;0–2 years;;Daniel Naddafy (conception) | Bethany Wells (décors) | Bethany Wells (costumes) | Marty Langthorne (lumières) | Pelléas Ensemble (ensemble de musique de chambre) | Henry Roberts (flûte) | Luba Tunnicliffe (alto) | Oliver Wass (harpe) | Daniel Naddafy (réalisation);
000000e9:001a0424;2026-03-27T19:30:00;Ein Heldenleben;Martin Rajna & Jan Lisiecki;Grand Auditorium;Classical Hits;Epic;Orchestra;Luxembourg Philharmonic (orchestre) | Martin Rajna (direction) | Jan Lisiecki (piano);Ludwig van Beethoven — Klavierkonzert N° 4 | Frédéric Chopin — Bis: Grande Valse brillante en mi bémol majeur (es-Dur) op. 18 | Richard Strauss — Ein Heldenleben (Une vie de héros)
000000e9:001b1189;2026-03-28T10:30:00;Au cœur du nid;;Espace Découverte;Without words;0–2 years;;Daniel Naddafy (conception) | Bethany Wells (décors) | Bethany Wells (costumes) | Marty Langthorne (lumières) | Pelléas Ensemble (ensemble de musique de chambre) | Henry Roberts (flûte) | Luba Tunnicliffe (alto) | Oliver Wass (harpe) | Daniel Naddafy (réalisation);
000000e9:001ba3c0;2026-03-28T20:00:00;Ein Heldenleben;Martin Rajna & Jan Lisiecki;0000010f:00000182;Classical Hits;Epic;Orchestra;Luxembourg Philharmonic (orchestre) | Martin Rajna (direction) | Jan Lisiecki (piano);Ludwig van Beethoven — Klavierkonzert N° 4 | Frédéric Chopin — Bis: Grande Valse brillante en mi bémol majeur (es-Dur) op. 18 | Richard Strauss — Ein Heldenleben (Une vie de héros)
000000e9:001b118b;2026-03-29T10:30:00;Au cœur du nid;;Espace Découverte;Without words;0–2 years;;Daniel Naddafy (conception) | Bethany Wells (décors) | Bethany Wells (costumes) | Marty Langthorne (lumières) | Pelléas Ensemble (ensemble de musique de chambre) | Henry Roberts (flûte) | Luba Tunnicliffe (alto) | Oliver Wass (harpe) | Daniel Naddafy (réalisation);
000000e9:001a20f7;2026-04-14T19:30:00;Le Violon de Rameau;William Christie & Théotime Langlois de Swarte;Salle de Musique de Chambre;Intimate;Mood-booster;Early music & Baroque;William Christie (clavecin) | Théotime Langlois de Swarte (violon) | William Christie (orgue);Prélude improvisé en mi majeur (E-Dur) | Jean-Philippe Rameau — Première Gavotte gaye (Castor et Pollux) | Jean-Philippe Rameau — Air très pointé (Castor et Pollux) | Toussaint Bordet — Air tendre «Rossignol dont le doux ramage» | Jacques Aubert — Suite N° 3 (Les Jolis airs ajustéz a deux violons avec des variations) | Jean-Philippe Rameau — Musette (Les Indes galantes) | Jean-Philippe Rameau — Air Polonois (Les Indes galantes) | Jean-Philippe Rameau — Premier Menuet (Les Indes galantes) | Jean-Philippe Rameau — Rigaudon et Tambourins (Les Indes galantes) | Jean-Philippe Rameau — Ballet des fleurs – Orage (Les Indes galantes) | Charles-Antoine Branche — Preludio, Grave (Sonate N° 1) | Jean-Philippe Rameau — Ballet des fleurs – Orage (Les Indes galantes) | Jean-Baptiste de Cupis de Camargo — Grave – Andante (Sonate op. 2/1) | Jean-Philippe Rameau — Les Tendres Plaintes (Pièces de clavecin avec une méthode pour la mécanique des doigts) | Jean-Philippe Rameau — L’Amour va prendre Apollon, Air tendre (Les Fêtes d’Hébé) | Louis Aubert le fils — Sonate op. 1/3 | André-Joseph Exaudet — Largo (Sonate op. 1/4) | Jean-Philippe Rameau — Premier et Deuxième Air des Matelots (Hippolyte et Aricie) | Jean-Philippe Rameau — Premier et Second Rigaudon en tambourin | Jean-Philippe Rameau — «Avec du vin endormons-nous» | Jean-Philippe Rameau — Sommeil (Rondeau tendre) (Dardanus) | Jean-Philippe Rameau — «Viens, Hymen» (Les Indes galantes) | Jean-Philippe Rameau — Chaconne (Les Indes galantes) | Théodore-Jean Tarade — Bis: Les Sauvages de Mr. Rameau, variations (Premier Recueil des plus beaux airs) | Jean-Baptiste de Cupis de Camargo — Bis: Tambourin (Sonate op. 4/1)
000000e9:001d432e;2026-04-15T19:00:00;Resilienz ;Wie wir an Widerständen wachsen und aus Krisen lernen;Salle de Musique de Chambre;External Organiser;;0;;
000000e9:001b8b3c;2026-04-16T19:00:00;Jam Session;All styles;Espace Découverte;Music and More;Mood-booster;Crossover;Martina Menichetti (conception) | Martina Menichetti (animations) | Martina Menichetti (vocals) | Martina Menichetti (flutes) | Martina Menichetti (piano) | Paulo Simões (guitar) | Paulo Simões (electric guitar) | George Letellier (piano) | George Letellier (bass) | Boris Dinev (percussion) | Boris Dinev (drums);
000000e9:001a043d;2026-04-16T19:30:00;Mahler’s Resurrection;Tugan Sokhiev;Grand Auditorium;Classical Hits;Epic;Orchestra;Luxembourg Philharmonic (orchestre) | Tugan Sokhiev (direction) | Wiener Singakademie (chœur) | Louise Alder (soprano) | Okka von der Damerau (mezzo-soprano);Gustav Mahler — Symphonie N° 2 «Auferstehung» / «Résurrection»
000000e9:001d4a4f;2026-04-17T00:00:00;Voyage PhilaPhil à Vienne;;0000010f:0000016a;;;0;;
000000e9:001b7b80;2026-04-17T19:30:00;Michael Wollny;Bau.Haus.Klang;Salle de Musique de Chambre;Jazz and More;Outside-the-box;Jazz / Blues;Michael Wollny (piano) | Michael Wollny (concept) | Michael Wollny (composition) | Émile Parisien (soprano saxophone) | Wolfgang Heisig (phonola) | Leafcutter John (electronics) | Max Stadtfeld (drums) | Michael Wollny (harmonium);
000000e9:001b88f8;2026-04-18T10:00:00;Join a Band!;;Espace Découverte;Multilingual;14–21 years;0;Arthur Possing (piano) | Jérôme Klein (percussion) | Julien Cuvelier (saxophone) | Laurent Peckels (bass);
000000e9:001af589;2026-04-18T19:30:00;Mahler’s Resurrection;Tugan Sokhiev;0000010f:000001f3;Classical Hits;Epic;Orchestra;Luxembourg Philharmonic (orchestre) | Tugan Sokhiev (direction) | Wiener Singakademie (chœur) | Louise Alder (soprano) | Okka von der Damerau (mezzo-soprano);Gustav Mahler — Symphonie N° 2 «Auferstehung» / «Résurrection»
000000e9:001b7da5;2026-04-19T15:00:00;Whoosh!;;Grand Auditorium;Without words;7–12 years;0;Louie’s Cage Percussion (ensemble de percussions) | Richard Schmetterer (mise en scène) | Florian Klinger (percussion) | Krištof Hrastnik (percussion) | Lucas Salaun (percussion) | Alessandro Petri (percussion) | Maximilian Thummerer (percussion) | Sara Chakarova (percussion);
000000e9:001b240c;2026-04-19T16:00:00;Face-à-Face: Mozart;Gesprächskonzert;Salle de Musique de Chambre;Music and More;Peaceful;Chamber;Claus-Christian Schuster (Kommentar) | Geister Duo (duo);Wolfgang A. Mozart — Sonate für zwei Klaviere KV 448
000000e9:001c00e7;2026-04-20T10:00:00;Whoosh!;;Grand Auditorium;Without words;7–12 years;0;Louie’s Cage Percussion (ensemble de percussions) | Richard Schmetterer (mise en scène) | Florian Klinger (percussion) | Krištof Hrastnik (percussion) | Lucas Salaun (percussion) | Alessandro Petri (percussion) | Maximilian Thummerer (percussion) | Sara Chakarova (percussion);
000000e9:001c0eae;2026-04-20T10:00:00;L’atelier des oiseaux;;0000010f:0000016a;In French;8–12 years;0;Hélène Schmit (animations) | Hélène Schmit (conception);
000000e9:001c5d52;2026-04-21T10:00:00;L’atelier des oiseaux;;0000010f:0000016a;In French;8–12 years;0;Hélène Schmit (animations) | Hélène Schmit (conception);
000000e9:001adb2b;2026-04-21T19:30:00;Rising Star: Maat Saxophone Quartet;;Salle de Musique de Chambre;Soulful;Instrument Focus;Chamber;Maat Saxophone Quartet (ensemble à vent);Jean Rivier — Grave et Presto | Maurice Ravel — Quatuor à cordes (arr. Daniel Ferreira) | Lili Boulanger — Nocturne (arr. Daniel Ferreira) | Lili Boulanger — Cortège (arr. Daniel Ferreira) | Henriëtte Bosmans — String Quartet (arr. Adrian Tully) | Aleksandra Vrebalov — Four Faces, Four Wings (commande ECHO) | Armandinho — «Meditando» (arr. Daniel Ferreira)
000000e9:001c0eaf;2026-04-22T09:30:00;Schoolharmonic: Maat Saxophone Quartet;;0000010f:0000016a;Multilingual;12–18 years;0;Maat Saxophone Quartet (ensemble à vent) | Daniel Ferreira (saxophone soprano) | Catarina Gomes (saxophone alto) | Pedro Silva (saxophone ténor) | Mafalda Oliveira (saxophone baryton) | Martina Menichetti (modération);
000000e9:001c5d55;2026-04-22T10:00:00;L’atelier des oiseaux;;0000010f:0000016a;In French;8–12 years;0;Hélène Schmit (animations) | Hélène Schmit (conception);
000000e9:001b9159;2026-04-22T12:30:00;Lunch concert;Jazzy Vibes;Grand Auditorium;Music and More;Mood-booster;Orchestra;Maat Saxophone Quartet (ensemble à vent);Kurt Weill — Die Dreigroschenoper: Ouvertüre (arr. John Harle) | Kurt Weill — «Tango-Ballade» (Die Dreigroschenoper) (arr. John Harle) | Kurt Weill — «Pollys Lied» (Die Dreigroschenoper) (arr. John Harle) | Kurt Weill — «Die Ballade vom angenehmen Leben» (Die Dreigroschenoper) (arr. John Harle) | George Gershwin — «Bess, You Is My Woman Now» (Porgy and Bess) (arr. Camiel Jansen) | George Gershwin — Rhapsody in Blue (arr. Johan van der Linden)
000000e9:001c0ed3;2026-04-23T10:00:00;Kulturrallye;;Grand Auditorium;Multilingual;12–18 years;0;;
000000e9:001c5d57;2026-04-23T10:00:00;L’atelier des oiseaux;;0000010f:0000016a;In French;8–12 years;0;Hélène Schmit (animations) | Hélène Schmit (conception);
000000e9:001c2cca;2026-04-23T14:00:00;Atelier de lutherie sauvage;;0000010f:00000179;;;0;;
000000e9:001a042e;2026-04-23T19:30:00;pOpera;Community Opera inspired by Romeo & Juliet;Grand Auditorium;Mood-booster;Thought-provoking;Orchestra;Paulo Lameiro (direction artistique) | Anisha Bondy (mise en scène) | Ivan Boumans (direction) | Luxembourg Philharmonic (orchestre) | Stephany Ortega (soprano) | Stephany Ortega (coaching vocal) | Pueri Cantores du Conservatoire de la Ville de Luxembourg (chœur) | Paulo Lameiro (conception) | Mariana Souza (chorégraphie) | Community Choir | Ezgi Göktürk (répétition) | Nicolas Billaux (coaching vocal) | Amit Dhuri (médiation) | Leny Gruber (coordination avec les participants) | Pit Heyart (direction de chœur) | Julie Colin (direction de chœur) | Fredrika Brillembourg (mezzo-soprano) | Tijl Faveyts (basse) | Johannes Bamberger (ténor) | Chœur de l’école CLI Adam Roberti | Anne Hölzinger (décors) | Anne Hölzinger (costumes) | Emer O’Hara (accessoires) | Mariana Souza (collaboration à la mise en scène) | Équipe de co-création | Tim Wollmann (musique) | Antoine Pohu (texte) | Michael Morgan (lumières);Tim Wollmann, Antoine Pohu — pOpera (création, commande Fondation EME)
000000e9:001b30a4;2026-04-23T19:30:00;Araj;The Sound of Modern India;Salle de Musique de Chambre;World;Soulful;World;Araj (ensemble) | Ishaan Ghosh (tabla) | Mehtab Ali Niazi (sitar) | S. Akash (flute) | Vanraj Shastri (sarangi) | Pratik Singh (vocals);
000000e9:001a0430;2026-04-24T10:00:00;pOpera;;Grand Auditorium;;12–18 years;0;Paulo Lameiro (direction artistique) | Anisha Bondy (mise en scène) | Ivan Boumans (direction) | Luxembourg Philharmonic (orchestre) | Stephany Ortega (soprano) | Stephany Ortega (coaching vocal) | Pueri Cantores du Conservatoire de la Ville de Luxembourg (chœur) | Paulo Lameiro (conception) | Mariana Souza (chorégraphie) | Community Choir | Ezgi Göktürk (répétition) | Nicolas Billaux (coaching vocal) | Amit Dhuri (médiation) | Leny Gruber (coordination avec les participants) | Pit Heyart (direction de chœur) | Julie Colin (direction de chœur) | Fredrika Brillembourg (mezzo-soprano) | Tijl Faveyts (basse) | Johannes Bamberger (ténor) | Chœur de l’école CLI Adam Roberti | Anne Hölzinger (décors) | Anne Hölzinger (costumes) | Emer O’Hara (accessoires) | Mariana Souza (collaboration à la mise en scène) | Équipe de co-création | Tim Wollmann (musique) | Antoine Pohu (texte) | Michael Morgan (lumières);Tim Wollmann, Antoine Pohu — pOpera (création, commande Fondation EME)
000000e9:001b48ba;2026-04-24T10:00:00;Der einsamste Wal der Welt;;Espace Découverte;In German;5–9 years;0;Birgit Kellner (Ausstattung, Live-Zeichnung) | Anselm Dalferth (mise en scène, texte) | Tocuyito (ensemble) | Dalina Ugarte (violon) | Joseph Ávila (piano) | Julie Kieffer (comédie) | Flora Valentina Besenbäck (décors, costumes) | Amir Wahba (percussion) | Nicholas Morrish (sound design);
000000e9:001c5d58;2026-04-24T10:00:00;L’atelier des oiseaux;;0000010f:0000016a;In French;8–12 years;0;Hélène Schmit (animations) | Hélène Schmit (conception);
000000e9:001a1f47;2026-04-24T19:30:00;From Prague with Love;Semyon Bychkov & Czech Philharmonic with Sol Gabetta;Grand Auditorium;Classical Hits;Soulful;Orchestra;Czech Philharmonic (orchestre) | Semyon Bychkov (direction) | Sol Gabetta (violoncelle);Antonín Dvořák — Carnaval. Ouverture | Edward Elgar — Cello Concerto | Igor Stravinsky — Le Sacre du printemps
000000e9:001b48b8;2026-04-25T11:00:00;Der einsamste Wal der Welt;;Espace Découverte;In German;5–9 years;;Birgit Kellner (Ausstattung, Live-Zeichnung) | Anselm Dalferth (mise en scène, texte) | Tocuyito (ensemble) | Dalina Ugarte (violon) | Joseph Ávila (piano) | Julie Kieffer (comédie) | Flora Valentina Besenbäck (décors, costumes) | Amir Wahba (percussion) | Nicholas Morrish (sound design);
000000e9:001b3a45;2026-04-26T11:00:00;Conversations et caprice ;;Salle de Musique de Chambre;Soulful;Intimate;Chamber;Semion Gavrikov (violon) | Seohee Min (violon) | Maya Tal (alto) | Ryou Banno (alto) | Niall Brown (violoncelle) | Cyprien Keiser (violoncelle);Franz Schubert — Streichquartett D 810 «Der Tod und das Mädchen» / «La Jeune Fille et la Mort» | Richard Strauss — Sextett aus Capriccio
000000e9:001b48b4;2026-04-26T11:00:00;Der einsamste Wal der Welt;;Espace Découverte;In German;5–9 years;;Birgit Kellner (Ausstattung, Live-Zeichnung) | Anselm Dalferth (mise en scène, texte) | Tocuyito (ensemble) | Dalina Ugarte (violon) | Joseph Ávila (piano) | Julie Kieffer (comédie) | Flora Valentina Besenbäck (décors, costumes) | Amir Wahba (percussion) | Nicholas Morrish (sound design);
000000e9:001b65e9;2026-04-26T17:00:00;Luxembourg Philharmonia – Anniversary Concert;30 Years with Martin Elmquist;Grand Auditorium;Fräiraim;Mood-booster;Orchestra;Luxembourg Philharmonia (orchestre) | Martin Elmquist (direction) | Johan Ferreira Perdigão (piano);Claude Debussy — Prélude à l’après-midi d’un faune | Manuel de Falla — Noches en los jardines de España (Nuits dans les jardins d'Espagne) | Carl Nielsen — Symphonie N° 3 «Espansiva»
000000e9:001b48b5;2026-04-27T10:00:00;Der einsamste Wal der Welt;;Espace Découverte;In German;5–9 years;0;Birgit Kellner (Ausstattung, Live-Zeichnung) | Anselm Dalferth (mise en scène, texte) | Tocuyito (ensemble) | Dalina Ugarte (violon) | Joseph Ávila (piano) | Julie Kieffer (comédie) | Flora Valentina Besenbäck (décors, costumes) | Amir Wahba (percussion) | Nicholas Morrish (sound design);
000000e9:001b0cab;2026-04-27T19:30:00;Liederabend;;Salle de Musique de Chambre;External Organiser;;0;Franz Schilling (baryton) | Christoph König (piano);Œuvres de Biwer, Bizet, Britten, Duparc, Ives, Lentz, Mozart, Saint-Saëns, Schubert, Schumann, Richard Strauss, Vellones, Wagner, Weimerskirch, Wolf
000000e9:001b6e6f;2026-04-28T12:30:00;Midi baroque: Johann Sebastian Bach;Partitas et Suites françaises;Espace Découverte;Music and More;Mood-booster;Early music & Baroque;Anne-Catherine Bucher (clavecin) | Anne-Catherine Bucher (Kommentar);Johann Sebastian Bach — Französische Suite N° 5 BWV 816 | Johann Sebastian Bach — Partita BWV 826
000000e9:001b34ce;2026-04-28T19:30:00;Ballaké Sissoko & Piers Faccini;Our Calling;Salle de Musique de Chambre;World;Soulful;World;Piers Faccini (guitar) | Piers Faccini (vocals) | Ballaké Sissoko (kora);
000000e9:001ae52f;2026-04-29T19:30:00;Organ meets Piano;with Kit Armstrong;Grand Auditorium;Instrument Focus;Soulful;Chamber;Kit Armstrong (piano) | Kit Armstrong (orgue);Camille Saint-Saëns — Menuet et valse op. 56 | Camille Saint-Saëns — Les Cloches de Las Palmas (Étude op. 111/4) | Camille Saint-Saëns — Mazurka op. 66 | Camille Saint-Saëns — Africa op. 89 (version pour piano) | Camille Saint-Saëns — Fugue op. 161/6 | Camille Saint-Saëns — Improvisation op. 150/1 | Jan Pieterszoon Sweelinck — Erbarm dich mein, o Herre Gott | Charles-Marie Widor — Choral (Symphonie pour orgue N° 10 «Romane») | Charles-Marie Widor — Classique d’aujourd’hui (Trois nouvelles pièces op. 87/3) | Charles-Marie Widor — Andante cantabile (Symphonie pour orgue op. 13/4) | Charles-Marie Widor — Toccata (Symphonie pour orgue N° 5)
000000e9:001b309f;2026-04-29T19:30:00;Marc Ribot Quartet;Hurry Red Telephone;Espace Découverte;Jazz and More;Outside-the-box;Jazz / Blues;Marc Ribot (guitar) | Sebastian Steinberg (bass) | Chad Taylor (drums) | Briggan Krauss (alto saxophone);
000000e9:001d9261;2026-04-29T19:30:00;Marc Ribot Quartet;Hurry Red Telephone;Salle de Musique de Chambre;Jazz and More;Outside-the-box;Jazz / Blues;Marc Ribot (guitar) | Sebastian Steinberg (bass) | Chad Taylor (drums) | Briggan Krauss (alto saxophone);
000000e9:001b84d9;2026-04-30T19:30:00;Ambrose Akinmusire & Brussels Jazz Orchestra;(…) What’s Not There. A New Perspective on Miles Davis;Grand Auditorium;Jazz and More;Mood-booster;Jazz / Blues;Brussels Jazz Orchestra (orchestre de jazz) | Ambrose Akinmusire (trumpet);
000000e9:001b6d51;2026-05-03T15:00:00;Grand Hotel Federspiel;;Grand Auditorium;Without words;5–9 years;0;Federspiel (ensemble) | Frédéric Alvarado-Dupuy (clarinette) | Frédéric Alvarado-Dupuy (Gesang) | Philip Haas (trompette) | Philip Haas (bugle) | Philip Haas (Gesang) | Christoph Moschberger (trompette) | Christoph Moschberger (bugle) | Christoph Moschberger (Gesang) | Thomas Winalek (trombone) | Thomas Winalek (trompette basse) | Thomas Winalek (Gesang) | Christian Amstätter (trombone ténor) | Christian Amstätter (trombone basse) | Christian Amstätter (Gesang) | Roland Eitzinger (tuba) | Roland Eitzinger (Gesang) | Simon Zöchbauer (trompette) | Simon Zöchbauer (cithare) | Simon Zöchbauer (Gesang) | Nina Ball (décors) | Nina Ball (costumes) | Cornelia Voglmayr (chorégraphie) | Nelly Danker (mise en scène);
000000e9:001bf8f1;2026-05-04T10:00:00;Grand Hotel Federspiel;;Grand Auditorium;Without words;5–9 years;0;Federspiel (ensemble) | Frédéric Alvarado-Dupuy (clarinette) | Frédéric Alvarado-Dupuy (Gesang) | Philip Haas (trompette) | Philip Haas (bugle) | Philip Haas (Gesang) | Christoph Moschberger (trompette) | Christoph Moschberger (bugle) | Christoph Moschberger (Gesang) | Thomas Winalek (trombone) | Thomas Winalek (trompette basse) | Thomas Winalek (Gesang) | Christian Amstätter (trombone ténor) | Christian Amstätter (trombone basse) | Christian Amstätter (Gesang) | Roland Eitzinger (tuba) | Roland Eitzinger (Gesang) | Simon Zöchbauer (trompette) | Simon Zöchbauer (cithare) | Simon Zöchbauer (Gesang) | Nina Ball (décors) | Nina Ball (costumes) | Cornelia Voglmayr (chorégraphie) | Nelly Danker (mise en scène);
000000e9:001b0caa;2026-05-04T19:30:00;Les Classiques, with a twist;;Grand Auditorium;External Organiser;;0;Solistes Européens, Luxembourg (ensemble) | Christoph König (direction) | Benjamin Beilman (violon);Ludwig van Beethoven — Violinkonzert | Alfred Schnittke — Moz-Art à la Haydn | Franz Schubert — Symphonie N° 5 D 485
000000e9:001b9603;2026-05-04T19:30:00;John Scofield & Gerald Clayton;;Salle de Musique de Chambre;Jazz and More;Mood-booster;Jazz / Blues;John Scofield (guitar) | Gerald Clayton (piano);
000000e9:001b915e;2026-05-05T12:30:00;Lunch concert;with Pierre Nimax & Pueri Cantores ;Grand Auditorium;Music and More;Mood-booster;Orchestra;Pueri Cantores du Conservatoire de la Ville de Luxembourg (chœur) | Dina Nimax (harpe) | Christophe Frisch (cor) | Netty Glesener (percussion) | Pierre Nimax (orgue) | Pit Heyart (direction de chœur) | Grégoire Baumberger (piano);Karl Jenkins — Requiem (extraits) | Traditional — «Sakura» (arr. Pierre Nimax)
000000e9:001b8919;2026-05-05T19:30:00;Somewhere between pop and jazz;;Espace Découverte;Jazz and More;Mood-booster;Crossover;Arthur Possing (piano) | Jérôme Klein (percussion) | Julien Cuvelier (saxophone) | Laurent Peckels (bass) | Participants of the workshop Join a Band!;
000000e9:001b7909;2026-05-06T12:15:00;Yoga & Ravel;Yoga Flow;Espace Découverte;Music and More;Peaceful;Chamber;Colin Toniello (piano) | Cathy Krier (piano) | Laura Eyer (yoga instructor);Maurice Ravel — Pavane de la Belle au bois dormant (Ma mère l'Oye) | Maurice Ravel — Petit Poucet (Ma mère l'Oye) | Maurice Ravel — Prélude à la nuit (Rapsodie espagnole) | Maurice Ravel — Malagueña (Rapsodie espagnole) | Maurice Ravel — Habanera (Rapsodie espagnole)
000000e9:001b89f8;2026-05-06T17:30:00;Yoga & Ravel;Yoga Flow;Espace Découverte;Music and More;Peaceful;Chamber;Colin Toniello (piano) | Cathy Krier (piano) | Tulsi (yoga instructor);Maurice Ravel — Pavane de la Belle au bois dormant (Ma mère l'Oye) | Maurice Ravel — Petit Poucet (Ma mère l'Oye) | Maurice Ravel — Prélude à la nuit (Rapsodie espagnole) | Maurice Ravel — Malagueña (Rapsodie espagnole) | Maurice Ravel — Habanera (Rapsodie espagnole)
000000e9:001a044e;2026-05-06T19:30:00;Verdi: Nabucco;Luxembourg Philharmonic;0000010f:0000017d;Classical Hits;Epic;Opera;Luxembourg Philharmonic (orchestre) | Gaetano Lo Coco (direction) | Daniel Luis de Vicente (Baryton) | Matteo Roma (ténor) | Vittorio De Campo (basse) | Ewa Vesin (soprano) | Lotte Verstaen (mezzo-soprano) | Nika Guliashvili (basse) | Carmen Buendía (soprano) | Christiane Jatahy (mise en scène) | An D'Huys (costumes) | Thomas Walgrave (scénographie) | Marcelo Lipiani (scénographie) | Thomas Walgrave (lumières) | Batman Zavareze (vidéo) | Paulo Camacho (photographie) | Júlio Parente (développement du système vidéo) | Clara Pons (dramaturgie) | Hugo Kampschreur (ténor);Giuseppe Verdi — Nabucco
000000e9:001bcd79;2026-05-06T19:30:00;Zoltan Despond & Vesselin Stanev;Beethoven, Schumann, Strauss;Salle de Musique de Chambre;External Organiser;;0;Zoltan Despond (violoncelle) | Vesselin Stanev (piano);Ludwig van Beethoven — Sonate für Violoncello und Klavier N° 5 | Robert Schumann — Drei Romanzen op. 94 | Richard Strauss — Cellosonate
000000e9:001b89f9;2026-05-06T20:00:00;Yoga & Ravel;Yin yoga;Espace Découverte;Music and More;Peaceful;Chamber;Colin Toniello (piano) | Cathy Krier (piano) | Amelie Kuylenstierna (yoga instructor);Maurice Ravel — Pavane de la Belle au bois dormant (Ma mère l'Oye) | Maurice Ravel — Petit Poucet (Ma mère l'Oye) | Maurice Ravel — Prélude à la nuit (Rapsodie espagnole) | Maurice Ravel — Malagueña (Rapsodie espagnole) | Maurice Ravel — Habanera (Rapsodie espagnole)
000000e9:001b8b32;2026-05-07T12:30:00;Your musical lunchbreak;Energise your day… with music!;Salle de Musique de Chambre;Music and More;Mood-booster;Crossover;Martina Menichetti (conception) | Martina Menichetti (atelier musical);
000000e9:001a73db;2026-05-07T19:30:00;Igor Levit;Nacht & Sonaten;Grand Auditorium;Intimate;Instrument Focus;Chamber;Igor Levit (piano);Franz Schubert — Sonate D 960 | Robert Schumann — Nachtstücke op. 23 | Frédéric Chopin — Sonate pour piano N° 3
000000e9:001a0450;2026-05-08T19:30:00;Verdi: Nabucco;Luxembourg Philharmonic;0000010f:0000017d;Classical Hits;Epic;Opera;Luxembourg Philharmonic (orchestre) | Gaetano Lo Coco (direction) | Daniel Luis de Vicente (Baryton) | Matteo Roma (ténor) | Vittorio De Campo (basse) | Ewa Vesin (soprano) | Lotte Verstaen (mezzo-soprano) | Nika Guliashvili (basse) | Carmen Buendía (soprano) | Christiane Jatahy (mise en scène) | An D'Huys (costumes) | Thomas Walgrave (scénographie) | Marcelo Lipiani (scénographie) | Thomas Walgrave (lumières) | Batman Zavareze (vidéo) | Paulo Camacho (photographie) | Júlio Parente (développement du système vidéo) | Clara Pons (dramaturgie) | Hugo Kampschreur (ténor);Giuseppe Verdi — Nabucco
